,0
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,8562.296751203006
Total Return [%],-14.377032487969938
Benchmark Return [%],-44.701492101797314
Max Gross Exposure [%],100.0
Total Fees Paid,579.7937595658957
Max Drawdown [%],42.411447701160995
Max Drawdown Duration,219 days 00:00:00
Total Trades,27
Total Closed Trades,27
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],33.33333333333333
Best Trade [%],35.91780615087908
Worst Trade [%],-6.694724512362179
Avg Winning Trade [%],5.845234183919996
Avg Losing Trade [%],-3.4084795700260964
Avg Winning Trade Duration,15 days 08:00:00
Avg Losing Trade Duration,3 days 20:00:00
Profit Factor,0.786563185212981
Expectancy,-53.24826847396264
Sharpe Ratio,-0.05249654734411691
Calmar Ratio,-0.25068989244504986
Omega Ratio,0.988531573611854
Sortino Ratio,-0.07956691628075506
