,0
Start,2024-07-29 00:00:00
End,2026-07-27 00:00:00
Period,505 days 00:00:00
Start Value,10000.0
End Value,9002.58069787155
Total Return [%],-9.9741930212845
Benchmark Return [%],34.12755681348509
Max Gross Exposure [%],100.0
Total Fees Paid,38.01410545575346
Max Drawdown [%],9.9741930212845
Max Drawdown Duration,435 days 00:00:00
Total Trades,2
Total Closed Trades,2
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],0.0
Best Trade [%],-4.942516763780981
Worst Trade [%],-5.3035157397421
Avg Winning Trade [%],
Avg Losing Trade [%],-5.12301625176154
Avg Winning Trade Duration,
Avg Losing Trade Duration,4 days 00:00:00
Profit Factor,0.0
Expectancy,-498.709651064225
Sharpe Ratio,-1.4204176344430068
Calmar Ratio,-0.7332151765173984
Omega Ratio,0.1491323881675407
Sortino Ratio,-1.45036906783189
