,0
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,14082.120206386007
Total Return [%],40.82120206386007
Benchmark Return [%],80.21932006688483
Max Gross Exposure [%],100.0
Total Fees Paid,436.968033133641
Max Drawdown [%],26.6674282777475
Max Drawdown Duration,74 days 00:00:00
Total Trades,16
Total Closed Trades,15
Total Open Trades,1
Open Trade PnL,-2213.4632333822938
Win Rate [%],60.0
Best Trade [%],15.128145704538248
Worst Trade [%],-6.121218563258546
Avg Winning Trade [%],7.022689485137749
Avg Losing Trade [%],-1.8616876489487855
Avg Winning Trade Duration,13 days 05:20:00
Avg Losing Trade Duration,14 days 00:00:00
Profit Factor,4.640771940399445
Expectancy,419.70556265121996
Sharpe Ratio,0.8766411575554272
Calmar Ratio,1.0550165517850825
Omega Ratio,1.1957192597999327
Sortino Ratio,1.315777488688244
