,0
Start,2024-08-05 00:00:00
End,2026-08-03 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,12383.380116307244
Total Return [%],23.83380116307244
Benchmark Return [%],43.830295492799664
Max Gross Exposure [%],100.0
Total Fees Paid,114.67083402274692
Max Drawdown [%],19.27051678058197
Max Drawdown Duration,239 days 00:00:00
Total Trades,6
Total Closed Trades,5
Total Open Trades,1
Open Trade PnL,0.0
Win Rate [%],80.0
Best Trade [%],34.085847057651634
Worst Trade [%],-4.096892154789278
Avg Winning Trade [%],8.745367861334598
Avg Losing Trade [%],-4.096892154789278
Avg Winning Trade Duration,68 days 12:00:00
Avg Losing Trade Duration,49 days 00:00:00
Profit Factor,8.226714362617356
Expectancy,594.3718064577334
Sharpe Ratio,0.6496083024852194
Calmar Ratio,0.868894504412065
Omega Ratio,1.1158394954697064
Sortino Ratio,0.9935465426453547
