,0
Start,2024-07-29 00:00:00
End,2026-07-27 00:00:00
Period,503 days 00:00:00
Start Value,10000.0
End Value,9997.035022954555
Total Return [%],-0.029649770454452662
Benchmark Return [%],5.332762452025697
Max Gross Exposure [%],100.0
Total Fees Paid,19.997052055029215
Max Drawdown [%],1.513379955666728
Max Drawdown Duration,357 days 00:00:00
Total Trades,1
Total Closed Trades,1
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],0.0
Best Trade [%],-0.02967942022491236
Worst Trade [%],-0.02967942022491236
Avg Winning Trade [%],
Avg Losing Trade [%],-0.02967942022491236
Avg Winning Trade Duration,
Avg Losing Trade Duration,2 days 00:00:00
Profit Factor,0.0
Expectancy,-2.9649770454457904
Sharpe Ratio,-0.0005111852890138542
Calmar Ratio,-0.01421725991367944
Omega Ratio,0.999211584238987
Sortino Ratio,-0.0007891505228712603
