Hisse,Strateji,Sinyal,Getiri (%),Max Kayip (%),Sharpe,Calmar,Kar Faktoru,Islem Sayisi
MSFT,single_ma,0,0.0,-0.0,inf,,,0
MSFT,two_ma,0,0.0,-0.0,inf,,,0
MSFT,three_ma,0,0.0,-0.0,inf,,,0
MSFT,channel,0,0.0,-0.0,inf,,,0
MSFT,support_resistance,0,0.0,-0.0,inf,,,0
MSFT,price_momentum,0,0.0,-0.0,inf,,,0
MSFT,low_volatility,0,0.0,-0.0,inf,,,0
MSFT,value,0,0.0,-0.0,inf,,,0
MSFT,implied_volatility,0,0.0,-0.0,inf,,,0
MSFT,earnings_momentum,0,0.0,-0.0,inf,,,0
MSFT,residual_momentum,0,0.0,-0.0,inf,,,0
MSFT,multifactor,0,0.0,-0.0,inf,,,0
MSFT,weighted_regression,0,0.0,-0.0,inf,,,0
MSFT,mean_reversion_cluster,0,0.0,-0.0,inf,,,0
MSFT,pairs_trading,0,0.0,-0.0,inf,,,0
MSFT,stat_arb,0,0.0,-0.0,inf,,,0
MSFT,market_making,0,0.0,-0.0,inf,,,0
MSFT,event_driven,0,0.0,-0.0,inf,,,0
MSFT,knn,0,0.0,-0.0,inf,,,0
MSFT,alpha_combos,0,0.0,-0.0,inf,,,0
MSFT,sector_momentum,0,0.0,-0.0,inf,,,0
MSFT,alpha_rotation,0,0.0,-0.0,inf,,,0
MSFT,r_squared,0,0.0,-0.0,inf,,,0
MSFT,mean_reversion_ibs,0,0.0,-0.0,inf,,,0
MSFT,leveraged_etfs,0,0.0,-0.0,inf,,,0
MSFT,multi_asset_trend,0,0.0,-0.0,inf,,,0
MSFT,volatility_carry,0,0.0,-0.0,inf,,,0
MSFT,vix_futures_basis,0,0.0,-0.0,inf,,,0
MSFT,variance_swaps,0,0.0,-0.0,inf,,,0
MSFT,fx_moving_averages,0,0.0,-0.0,inf,,,0
MSFT,fx_carry_trade,0,0.0,-0.0,inf,,,0
MSFT,fx_triangular_arb,0,0.0,-0.0,inf,,,0
MSFT,roll_yields,0,0.0,-0.0,inf,,,0
MSFT,hedging_pressure,0,0.0,-0.0,inf,,,0
MSFT,trend_following,0,0.0,-0.0,inf,,,0
MSFT,contrarian,0,0.0,-0.0,inf,,,0
MSFT,hedging_with_futures,0,0.0,-0.0,inf,,,0
MSFT,ann_crypto,0,0.0,-0.0,inf,,,0
MSFT,sentiment_crypto,0,0.0,-0.0,inf,,,0
MSFT,carry_factor,0,0.0,-0.0,inf,,,0
MSFT,bullets,0,0.0,-0.0,inf,,,0
MSFT,barbells,0,0.0,-0.0,inf,,,0
MSFT,ladders,0,0.0,-0.0,inf,,,0
MSFT,bond_immunization,0,0.0,-0.0,inf,,,0
MSFT,dollar_duration_butterfly,0,0.0,-0.0,inf,,,0
MSFT,fifty_fifty_butterfly,0,0.0,-0.0,inf,,,0
MSFT,regression_butterfly,0,0.0,-0.0,inf,,,0
MSFT,low_risk_factor,0,0.0,-0.0,inf,,,0
MSFT,value_factor,0,0.0,-0.0,inf,,,0
MSFT,rolling_down_yield_curve,0,0.0,-0.0,inf,,,0
MSFT,yield_curve_spreads,0,0.0,-0.0,inf,,,0
MSFT,cds_basis_arbitrage,0,0.0,-0.0,inf,,,0
MSFT,swap_spread_arbitrage,0,0.0,-0.0,inf,,,0
MSFT,cash_and_carry,0,0.0,-0.0,inf,,,0
MSFT,intraday_index_arb,0,0.0,-0.0,inf,,,0
MSFT,volatility_targeting,0,0.0,-0.0,inf,,,0
MSFT,fundamental_macro,0,0.0,-0.0,inf,,,0
MSFT,economic_announcements,0,0.0,-0.0,inf,,,0
MSFT,inflation_swaps,0,0.0,-0.0,inf,,,0
MSFT,weather_risk,0,0.0,-0.0,inf,,,0
MSFT,distressed_debt,0,0.0,-0.0,inf,,,0
MSFT,distress_risk_puzzle,0,0.0,-0.0,inf,,,0
MSFT,real_estate_diversity,0,0.0,-0.0,inf,,,0
MSFT,fix_and_flip,0,0.0,-0.0,inf,,,0
MSFT,cdo_tranche,0,0.0,-0.0,inf,,,0
MSFT,mbs,0,0.0,-0.0,inf,,,0
MSFT,convertible_arbitrage,0,0.0,-0.0,inf,,,0
MSFT,muni_arbitrage,0,0.0,-0.0,inf,,,0
