,0
Start,2024-07-29 00:00:00
End,2026-07-27 00:00:00
Period,503 days 00:00:00
Start Value,10000.0
End Value,7993.8859447681
Total Return [%],-20.061140552319003
Benchmark Return [%],-18.72915698301474
Max Gross Exposure [%],100.0
Total Fees Paid,69.92600625342318
Max Drawdown [%],40.040823580186604
Max Drawdown Duration,396 days 00:00:00
Total Trades,5
Total Closed Trades,4
Total Open Trades,1
Open Trade PnL,727.5498483258789
Win Rate [%],25.0
Best Trade [%],6.670980315049244
Worst Trade [%],-18.56139661637246
Avg Winning Trade [%],6.670980315049244
Avg Losing Trade [%],-11.835339561760104
Avg Winning Trade Duration,73 days 00:00:00
Avg Losing Trade Duration,27 days 00:00:00
Profit Factor,0.14242294033411004
Expectancy,-683.4159758894451
Sharpe Ratio,-0.2836088049556793
Calmar Ratio,-0.37453087644854677
Omega Ratio,0.9402974169644057
Sortino Ratio,-0.36484586159965676
