,0
Start,2024-07-24 00:00:00
End,2026-07-24 00:00:00
Period,505 days 00:00:00
Start Value,10000.0
End Value,14255.687481827248
Total Return [%],42.55687481827248
Benchmark Return [%],35.929528296169025
Max Gross Exposure [%],100.0
Total Fees Paid,161.9355529858738
Max Drawdown [%],28.83806230567102
Max Drawdown Duration,216 days 00:00:00
Total Trades,7
Total Closed Trades,7
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],57.14285714285714
Best Trade [%],55.00684742626913
Worst Trade [%],-9.295432954928891
Avg Winning Trade [%],18.185156818954983
Avg Losing Trade [%],-8.166608730764203
Avg Winning Trade Duration,57 days 12:00:00
Avg Losing Trade Duration,5 days 08:00:00
Profit Factor,2.4731002532730004
Expectancy,607.95535454675
Sharpe Ratio,0.8006224047704683
Calmar Ratio,1.0129206806314999
Omega Ratio,1.1784904457390468
Sortino Ratio,1.279813949929942
