,0
Start,2024-07-29 00:00:00
End,2026-07-27 00:00:00
Period,503 days 00:00:00
Start Value,10000.0
End Value,7993.837277268369
Total Return [%],-20.06162722731631
Benchmark Return [%],-31.61394553116783
Max Gross Exposure [%],100.0
Total Fees Paid,72.69431471457843
Max Drawdown [%],20.06162722731631
Max Drawdown Duration,486 days 00:00:00
Total Trades,4
Total Closed Trades,4
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],0.0
Best Trade [%],-3.075656538658962
Worst Trade [%],-11.280123450037
Avg Winning Trade [%],
Avg Losing Trade [%],-5.386206151785068
Avg Winning Trade Duration,
Avg Losing Trade Duration,4 days 18:00:00
Profit Factor,0.0
Expectancy,-501.54068068290803
Sharpe Ratio,-1.3375339965934288
Calmar Ratio,-0.7475415681826152
Omega Ratio,0.33662439598954225
Sortino Ratio,-1.43115880472972
