,0
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,10664.700843596396
Total Return [%],6.647008435963962
Benchmark Return [%],70.65208923214834
Max Gross Exposure [%],100.0
Total Fees Paid,72.36312323378623
Max Drawdown [%],36.81649247941444
Max Drawdown Duration,354 days 00:00:00
Total Trades,5
Total Closed Trades,4
Total Open Trades,1
Open Trade PnL,4082.196741106304
Win Rate [%],25.0
Best Trade [%],6.368157702654573
Worst Trade [%],-18.512790995537546
Avg Winning Trade [%],6.368157702654573
Avg Losing Trade [%],-14.735778122525003
Avg Winning Trade Duration,80 days 00:00:00
Avg Losing Trade Duration,32 days 08:00:00
Profit Factor,0.12384291982680334
Expectancy,-854.373974377477
Sharpe Ratio,0.3090504910176768
Calmar Ratio,0.12958552072938953
Omega Ratio,1.0580798251055155
Sortino Ratio,0.4308610983965104
