,Close
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,12033.505837632296
Total Return [%],20.33505837632296
Benchmark Return [%],6.543960835151941
Max Gross Exposure [%],100.0
Total Fees Paid,178.5645889292756
Max Drawdown [%],14.067795317051774
Max Drawdown Duration,56 days 00:00:00
Total Trades,8
Total Closed Trades,7
Total Open Trades,1
Open Trade PnL,-1240.771211045836
Win Rate [%],85.71428571428571
Best Trade [%],9.273380280661907
Worst Trade [%],-5.188772768089174
Avg Winning Trade [%],5.808456538022914
Avg Losing Trade [%],-5.188772768089174
Avg Winning Trade Duration,9 days 20:00:00
Avg Losing Trade Duration,25 days 00:00:00
Profit Factor,5.929865155055391
Expectancy,467.753864096876
Sharpe Ratio,0.7631100884082002
Calmar Ratio,1.0197674851334608
Omega Ratio,1.2652883055065651
Sortino Ratio,1.2451220170086967
