,0
Start,2024-08-05 00:00:00
End,2026-08-03 00:00:00
Period,502 days 00:00:00
Start Value,10000.0
End Value,7645.651575307827
Total Return [%],-23.543484246921725
Benchmark Return [%],-42.53731322038901
Max Gross Exposure [%],100.0
Total Fees Paid,170.5918706915704
Max Drawdown [%],46.19275729280391
Max Drawdown Duration,217 days 00:00:00
Total Trades,9
Total Closed Trades,9
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],22.22222222222222
Best Trade [%],21.694503394232044
Worst Trade [%],-13.274721029506475
Avg Winning Trade [%],11.756655504413732
Avg Losing Trade [%],-6.572871430746092
Avg Winning Trade Duration,49 days 12:00:00
Avg Losing Trade Duration,17 days 00:00:00
Profit Factor,0.4709417638166218
Expectancy,-261.5942694102413
Sharpe Ratio,-0.2450145613435007
Calmar Ratio,-0.3838667462597239
Omega Ratio,0.9480628460843753
Sortino Ratio,-0.36833449222937037
