,Close
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,12459.228094908038
Total Return [%],24.59228094908038
Benchmark Return [%],65.90546945137554
Max Gross Exposure [%],100.0
Total Fees Paid,201.44495677364705
Max Drawdown [%],27.902597437819388
Max Drawdown Duration,223 days 00:00:00
Total Trades,9
Total Closed Trades,8
Total Open Trades,1
Open Trade PnL,90.60373653171519
Win Rate [%],62.5
Best Trade [%],10.32795806127677
Worst Trade [%],-7.4666374484505456
Avg Winning Trade [%],8.506441679608553
Avg Losing Trade [%],-6.28470302985787
Avg Winning Trade Duration,12 days 09:36:00
Avg Losing Trade Duration,33 days 00:00:00
Profit Factor,2.007759027334009
Expectancy,296.07804479704055
Sharpe Ratio,0.6859255521560108
Calmar Ratio,0.6186326348324943
Omega Ratio,1.1752777544709527
Sortino Ratio,1.1359619446344456
