,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,EREGL.IS,436.69302367080127,2024-09-09,22.87650465774536,9.99000999000964,2024-09-19,24.101960403442384,10.525157964973179,514.6328070082061,0.05151474398152143,Long,Closed,0
1,1,EREGL.IS,464.33478762731386,2024-10-23,22.621886100769043,10.504128678328925,2024-11-07,24.15073084640503,11.214024478609897,688.1776471230821,0.0655149673235439,Long,Closed,1
2,2,EREGL.IS,459.7004618409461,2024-12-24,24.34545919418335,11.19161883529523,2025-03-06,24.072699279785155,11.066230976675445,-147.64570843251715,-0.013192524746006708,Long,Closed,2
3,3,EREGL.IS,534.4804685268907,2025-03-21,20.66328196334839,11.044120625072537,2025-04-28,22.356006717681886,11.94884894485693,881.7353502133036,0.07983753348469243,Long,Closed,3
4,4,EREGL.IS,456.5856579670974,2025-07-29,26.117717262268066,11.924975120789895,2025-08-06,27.05714353942871,12.353903685660256,404.64968606252273,0.033932958514690144,Long,Closed,4
5,5,EREGL.IS,456.17840662717714,2025-09-05,27.027190200805663,12.329220561412512,2025-09-23,31.172821849823,14.220368201525108,1864.5980513489876,0.15123405750276123,Long,Closed,5
6,6,EREGL.IS,553.0128027144619,2025-10-14,25.662978881835937,14.191955877444343,2025-11-03,28.396216846466064,15.703471464751818,1481.6201599634812,0.10439858838048337,Long,Closed,6
7,7,EREGL.IS,628.1094608375682,2025-11-10,24.951217700958253,15.672095897387408,2025-12-11,24.004844005584715,15.077669625837748,-625.1760370751559,-0.03989102932807375,Long,Closed,7
8,8,EREGL.IS,643.8960692485399,2025-12-29,23.369523639678956,15.047544411798299,2026-01-06,24.733459690093994,15.925777473368733,847.2597396834553,0.05630551513900461,Long,Closed,8
9,9,EREGL.IS,570.1387162993807,2026-03-06,27.87735209655762,15.893957738155223,2026-04-03,28.750677707672118,16.3918744809894,465.63091061304794,0.02929609593054288,Long,Closed,9
