,0
Start,2024-08-05 00:00:00
End,2026-08-03 00:00:00
Period,502 days 00:00:00
Start Value,10000.0
End Value,9288.952686197694
Total Return [%],-7.110473138023063
Benchmark Return [%],14.222370638668625
Max Gross Exposure [%],100.0
Total Fees Paid,123.95112956688722
Max Drawdown [%],37.400741452026736
Max Drawdown Duration,125 days 00:00:00
Total Trades,6
Total Closed Trades,6
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],50.0
Best Trade [%],21.416825626824494
Worst Trade [%],-17.550860656594914
Avg Winning Trade [%],14.248157981374158
Avg Losing Trade [%],-14.313320781565883
Avg Winning Trade Duration,65 days 00:00:00
Avg Losing Trade Duration,16 days 00:00:00
Profit Factor,0.8499104690551138
Expectancy,-118.5078856337177
Sharpe Ratio,0.027565559850547785
Calmar Ratio,-0.13961500856098139
Omega Ratio,1.0060761919327084
Sortino Ratio,0.03888854802969983
