,0
Start,2024-07-31 00:00:00
End,2026-07-31 00:00:00
Period,505 days 00:00:00
Start Value,10000.0
End Value,6264.956863879405
Total Return [%],-37.35043136120595
Benchmark Return [%],-48.19175972784693
Max Gross Exposure [%],100.0
Total Fees Paid,105.2875264328528
Max Drawdown [%],45.8311830895801
Max Drawdown Duration,482 days 00:00:00
Total Trades,8
Total Closed Trades,7
Total Open Trades,1
Open Trade PnL,0.0
Win Rate [%],42.857142857142854
Best Trade [%],14.03372693793939
Worst Trade [%],-16.189587538554235
Avg Winning Trade [%],6.560428093751781
Avg Losing Trade [%],-12.18286419316691
Avg Winning Trade Duration,10 days 08:00:00
Avg Losing Trade Duration,44 days 06:00:00
Profit Factor,0.2990062252196912
Expectancy,-407.31395625647633
Sharpe Ratio,-0.7300016932123746
Calmar Ratio,-0.6257508502250064
Omega Ratio,0.8571283971511108
Sortino Ratio,-1.0976629237757247
