Hisse,Strateji,Sinyal,Getiri (%),Max Kayip (%),Sharpe,Calmar,Kar Faktoru,Islem Sayisi
TRV,single_ma,0,0.0,-0.0,inf,,,0
TRV,two_ma,0,0.0,-0.0,inf,,,0
TRV,three_ma,0,0.0,-0.0,inf,,,0
TRV,channel,0,0.0,-0.0,inf,,,0
TRV,support_resistance,0,0.0,-0.0,inf,,,0
TRV,price_momentum,0,0.0,-0.0,inf,,,0
TRV,low_volatility,0,0.0,-0.0,inf,,,0
TRV,value,0,0.0,-0.0,inf,,,0
TRV,implied_volatility,0,0.0,-0.0,inf,,,0
TRV,earnings_momentum,0,0.0,-0.0,inf,,,0
TRV,residual_momentum,0,0.0,-0.0,inf,,,0
TRV,multifactor,0,0.0,-0.0,inf,,,0
TRV,weighted_regression,0,0.0,-0.0,inf,,,0
TRV,mean_reversion_cluster,0,0.0,-0.0,inf,,,0
TRV,pairs_trading,0,0.0,-0.0,inf,,,0
TRV,stat_arb,0,0.0,-0.0,inf,,,0
TRV,market_making,0,0.0,-0.0,inf,,,0
TRV,event_driven,0,0.0,-0.0,inf,,,0
TRV,knn,0,0.0,-0.0,inf,,,0
TRV,alpha_combos,0,0.0,-0.0,inf,,,0
TRV,sector_momentum,0,0.0,-0.0,inf,,,0
TRV,alpha_rotation,0,0.0,-0.0,inf,,,0
TRV,r_squared,0,0.0,-0.0,inf,,,0
TRV,mean_reversion_ibs,0,0.0,-0.0,inf,,,0
TRV,leveraged_etfs,0,0.0,-0.0,inf,,,0
TRV,multi_asset_trend,0,0.0,-0.0,inf,,,0
TRV,volatility_carry,0,0.0,-0.0,inf,,,0
TRV,vix_futures_basis,0,0.0,-0.0,inf,,,0
TRV,variance_swaps,0,0.0,-0.0,inf,,,0
TRV,fx_moving_averages,0,0.0,-0.0,inf,,,0
TRV,fx_carry_trade,0,0.0,-0.0,inf,,,0
TRV,fx_triangular_arb,0,0.0,-0.0,inf,,,0
TRV,roll_yields,0,0.0,-0.0,inf,,,0
TRV,hedging_pressure,0,0.0,-0.0,inf,,,0
TRV,trend_following,0,0.0,-0.0,inf,,,0
TRV,contrarian,0,0.0,-0.0,inf,,,0
TRV,hedging_with_futures,0,0.0,-0.0,inf,,,0
TRV,ann_crypto,0,0.0,-0.0,inf,,,0
TRV,sentiment_crypto,0,0.0,-0.0,inf,,,0
TRV,carry_factor,0,0.0,-0.0,inf,,,0
TRV,bullets,0,0.0,-0.0,inf,,,0
TRV,barbells,0,0.0,-0.0,inf,,,0
TRV,ladders,0,0.0,-0.0,inf,,,0
TRV,bond_immunization,0,0.0,-0.0,inf,,,0
TRV,dollar_duration_butterfly,0,0.0,-0.0,inf,,,0
TRV,fifty_fifty_butterfly,0,0.0,-0.0,inf,,,0
TRV,regression_butterfly,0,0.0,-0.0,inf,,,0
TRV,low_risk_factor,0,0.0,-0.0,inf,,,0
TRV,value_factor,0,0.0,-0.0,inf,,,0
TRV,rolling_down_yield_curve,0,0.0,-0.0,inf,,,0
TRV,yield_curve_spreads,0,0.0,-0.0,inf,,,0
TRV,cds_basis_arbitrage,0,0.0,-0.0,inf,,,0
TRV,swap_spread_arbitrage,0,0.0,-0.0,inf,,,0
TRV,cash_and_carry,0,0.0,-0.0,inf,,,0
TRV,intraday_index_arb,0,0.0,-0.0,inf,,,0
TRV,volatility_targeting,0,0.0,-0.0,inf,,,0
TRV,fundamental_macro,0,0.0,-0.0,inf,,,0
TRV,economic_announcements,0,0.0,-0.0,inf,,,0
TRV,inflation_swaps,0,0.0,-0.0,inf,,,0
TRV,weather_risk,0,0.0,-0.0,inf,,,0
TRV,distressed_debt,0,0.0,-0.0,inf,,,0
TRV,distress_risk_puzzle,0,0.0,-0.0,inf,,,0
TRV,real_estate_diversity,0,0.0,-0.0,inf,,,0
TRV,fix_and_flip,0,0.0,-0.0,inf,,,0
TRV,cdo_tranche,0,0.0,-0.0,inf,,,0
TRV,mbs,0,0.0,-0.0,inf,,,0
TRV,convertible_arbitrage,0,0.0,-0.0,inf,,,0
TRV,muni_arbitrage,0,0.0,-0.0,inf,,,0
