,0
Start,2024-08-05 00:00:00
End,2026-08-03 00:00:00
Period,502 days 00:00:00
Start Value,10000.0
End Value,15466.987191206701
Total Return [%],54.669871912067016
Benchmark Return [%],496.4452580992111
Max Gross Exposure [%],100.0
Total Fees Paid,296.5414548832501
Max Drawdown [%],24.895971269238245
Max Drawdown Duration,264 days 00:00:00
Total Trades,11
Total Closed Trades,10
Total Open Trades,1
Open Trade PnL,-2218.3105676936593
Win Rate [%],70.0
Best Trade [%],30.791454757107182
Worst Trade [%],-3.013579437267339
Avg Winning Trade [%],10.169828074895971
Avg Losing Trade [%],-2.6526966420291465
Avg Winning Trade Duration,13 days 17:08:34.285714
Avg Losing Trade Duration,23 days 00:00:00
Profit Factor,6.995338067992981
Expectancy,768.5297758900356
Sharpe Ratio,1.1304168017384357
Calmar Ratio,1.498803068646435
Omega Ratio,1.2880801886205935
Sortino Ratio,1.7668859361878542
