,0
Start,2024-07-24 00:00:00
End,2026-07-24 00:00:00
Period,505 days 00:00:00
Start Value,10000.0
End Value,2684.0090793477775
Total Return [%],-73.15990920652223
Benchmark Return [%],-77.66990341394744
Max Gross Exposure [%],100.0
Total Fees Paid,92.97140586629027
Max Drawdown [%],78.6849983300513
Max Drawdown Duration,474 days 00:00:00
Total Trades,15
Total Closed Trades,14
Total Open Trades,1
Open Trade PnL,-17.060953445709856
Win Rate [%],28.57142857142857
Best Trade [%],18.057676127162104
Worst Trade [%],-64.38377344918884
Avg Winning Trade [%],13.563907444919144
Avg Losing Trade [%],-13.960442088425046
Avg Winning Trade Duration,16 days 00:00:00
Avg Losing Trade Duration,22 days 14:24:00
Profit Factor,0.16777235594086098
Expectancy,-521.3521405147508
Sharpe Ratio,-0.8858977034790257
Calmar Ratio,-0.7797009185136704
Omega Ratio,0.7734555189790899
Sortino Ratio,-0.9834988733463718
