,0
Start,2024-08-05 00:00:00
End,2026-08-03 00:00:00
Period,502 days 00:00:00
Start Value,10000.0
End Value,13391.742645344104
Total Return [%],33.91742645344104
Benchmark Return [%],44.81171641095014
Max Gross Exposure [%],100.0
Total Fees Paid,475.47168734281973
Max Drawdown [%],31.176115632177563
Max Drawdown Duration,216 days 00:00:00
Total Trades,22
Total Closed Trades,22
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],40.909090909090914
Best Trade [%],28.86466485036007
Worst Trade [%],-7.822237051218707
Avg Winning Trade [%],11.442329119744985
Avg Losing Trade [%],-4.890868217819477
Avg Winning Trade Duration,15 days 18:40:00
Avg Losing Trade Duration,7 days 01:50:46.153846
Profit Factor,1.4885054212670228
Expectancy,154.17012024291398
Sharpe Ratio,0.7042733560528172
Calmar Ratio,0.7588498960819531
Omega Ratio,1.1537071096653435
Sortino Ratio,1.1655155438168407
