,0
Start,2024-07-24 00:00:00
End,2026-07-24 00:00:00
Period,505 days 00:00:00
Start Value,10000.0
End Value,12070.583820590926
Total Return [%],20.70583820590926
Benchmark Return [%],-23.60887821501404
Max Gross Exposure [%],100.0
Total Fees Paid,63.33314662127577
Max Drawdown [%],26.440470148307416
Max Drawdown Duration,280 days 00:00:00
Total Trades,4
Total Closed Trades,3
Total Open Trades,1
Open Trade PnL,3415.0140040678834
Win Rate [%],0.0
Best Trade [%],-0.2817181601902372
Worst Trade [%],-7.0333401862732625
Avg Winning Trade [%],
Avg Losing Trade [%],-4.653988512498007
Avg Winning Trade Duration,
Avg Losing Trade Duration,21 days 00:00:00
Profit Factor,0.0
Expectancy,-448.1433944923195
Sharpe Ratio,0.5663134380620639
Calmar Ratio,0.5510493947451418
Omega Ratio,1.1264278565361239
Sortino Ratio,0.7996339146717367
