,0
Start,2024-07-24 00:00:00
End,2026-07-24 00:00:00
Period,505 days 00:00:00
Start Value,10000.0
End Value,8420.60901903691
Total Return [%],-15.793909809630897
Benchmark Return [%],-11.100701771857867
Max Gross Exposure [%],100.0
Total Fees Paid,92.49899914461436
Max Drawdown [%],15.793909809630897
Max Drawdown Duration,478 days 00:00:00
Total Trades,5
Total Closed Trades,5
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],0.0
Best Trade [%],-1.900688699979217
Worst Trade [%],-5.119272581017273
Avg Winning Trade [%],
Avg Losing Trade [%],-3.3745073579419955
Avg Winning Trade Duration,
Avg Losing Trade Duration,2 days 14:24:00
Profit Factor,0.0
Expectancy,-315.8781961926175
Sharpe Ratio,-1.8451736474148188
Calmar Ratio,-0.7397664260704888
Omega Ratio,0.21329301409395093
Sortino Ratio,-2.037633215801346
