,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,0,355.0594685683141,2024-11-21,28.136159923553464,9.99000999000964,2025-02-07,29.001879467010497,10.29739191103905,287.09451912800984,0.028738161364713785,Long,Closed,0
1,1,0,321.5142700279641,2025-03-10,31.963799617767343,10.276817701425898,2025-03-25,25.468960456848144,8.188634229654614,-2106.648923703051,-0.20499039536437577,Long,Closed,1
2,2,0,308.70406418440564,2025-05-23,26.472840076446534,8.172273322102228,2025-09-04,30.15955931472778,9.310378534467114,1120.6225605076881,0.1371249487553035,Long,Closed,2
3,3,0,260.63039467355713,2025-09-22,35.651161834716795,9.291776379552175,2025-10-10,30.89807908630371,8.052978546918117,-1256.142587561448,-0.13518863737677084,Long,Closed,3
4,4,0,236.04611812164237,2025-11-05,34.0479595413208,8.036888679690492,2026-03-10,36.926,8.716238957759765,662.5971504308063,0.08244448527763354,Long,Closed,4
5,5,0,225.2584526915128,2026-04-21,38.6170809173584,8.698823894907036,2026-05-25,33.273320152282714,7.495096613412535,-1219.921202002883,-0.14023978606086168,Long,Closed,5
6,6,0,182.52300085254197,2026-06-17,40.98180152893067,7.48012139540333,2026-07-14,33.89207908630371,6.186083979963832,-1307.703620815253,-0.17482385000045492,Long,Closed,6
