,0
Start,2024-07-29 00:00:00
End,2026-07-27 00:00:00
Period,503 days 00:00:00
Start Value,10000.0
End Value,9568.880591462392
Total Return [%],-4.311194085376083
Benchmark Return [%],-1.140974604852052
Max Gross Exposure [%],100.0
Total Fees Paid,120.13448433824438
Max Drawdown [%],16.598709355905726
Max Drawdown Duration,339 days 00:00:00
Total Trades,6
Total Closed Trades,6
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],33.33333333333333
Best Trade [%],4.0239132761199645
Worst Trade [%],-4.746994411475816
Avg Winning Trade [%],3.254733747475111
Avg Losing Trade [%],-2.6576759817514963
Avg Winning Trade Duration,19 days 12:00:00
Avg Losing Trade Duration,3 days 18:00:00
Profit Factor,0.5993424267676679
Expectancy,-71.853234756268
Sharpe Ratio,-0.14607195646219764
Calmar Ratio,-0.18960810904360773
Omega Ratio,0.9358346141924443
Sortino Ratio,-0.18708451259579556
