,0
Start,2024-08-05 00:00:00
End,2026-08-03 00:00:00
Period,502 days 00:00:00
Start Value,10000.0
End Value,12081.21095436149
Total Return [%],20.8121095436149
Benchmark Return [%],3.680979920027161
Max Gross Exposure [%],100.0
Total Fees Paid,108.08723271382723
Max Drawdown [%],14.067795317051779
Max Drawdown Duration,145 days 00:00:00
Total Trades,5
Total Closed Trades,4
Total Open Trades,1
Open Trade PnL,0.0
Win Rate [%],100.0
Best Trade [%],11.08059326545679
Worst Trade [%],6.229712321191828
Avg Winning Trade [%],8.204910471386857
Avg Losing Trade [%],
Avg Winning Trade Duration,43 days 00:00:00
Avg Losing Trade Duration,
Profit Factor,inf
Expectancy,923.7254076008882
Sharpe Ratio,0.6551528130774484
Calmar Ratio,1.0475388731304003
Omega Ratio,1.162636400112736
Sortino Ratio,1.0480693168047752
