,0
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,9474.088309562874
Total Return [%],-5.2591169043712584
Benchmark Return [%],65.90546945137554
Max Gross Exposure [%],100.0
Total Fees Paid,183.77929253465487
Max Drawdown [%],33.522394575211806
Max Drawdown Duration,426 days 00:00:00
Total Trades,9
Total Closed Trades,8
Total Open Trades,1
Open Trade PnL,-198.78088969888995
Win Rate [%],62.5
Best Trade [%],14.210235018391536
Worst Trade [%],-15.202560928862994
Avg Winning Trade [%],5.340013327744895
Avg Losing Trade [%],-9.072307351407497
Avg Winning Trade Duration,17 days 00:00:00
Avg Losing Trade Duration,33 days 00:00:00
Profit Factor,0.8937177852764493
Expectancy,-40.89135009227948
Sharpe Ratio,0.014504787671672468
Calmar Ratio,-0.11445912444953693
Omega Ratio,1.0032378805789797
Sortino Ratio,0.022835053483209716
