,0
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,16011.811606838632
Total Return [%],60.11811606838632
Benchmark Return [%],24.513515465400193
Max Gross Exposure [%],100.0
Total Fees Paid,335.2658025589076
Max Drawdown [%],28.294155709188612
Max Drawdown Duration,142 days 00:00:00
Total Trades,16
Total Closed Trades,15
Total Open Trades,1
Open Trade PnL,872.7154120623036
Win Rate [%],40.0
Best Trade [%],26.76801140047717
Worst Trade [%],-14.193866006244225
Avg Winning Trade [%],18.00540178237256
Avg Losing Trade [%],-5.955903085432382
Avg Winning Trade Duration,26 days 12:00:00
Avg Losing Trade Duration,9 days 21:20:00
Profit Factor,1.896822498755526
Expectancy,342.60641298508864
Sharpe Ratio,1.0566904375022617
Calmar Ratio,1.4357465335836397
Omega Ratio,1.2417023944551564
Sortino Ratio,1.6719881316218406
