,0
Start,2024-08-05 00:00:00
End,2026-08-03 00:00:00
Period,502 days 00:00:00
Start Value,10000.0
End Value,7336.178810047024
Total Return [%],-26.63821189952976
Benchmark Return [%],3.680979920027161
Max Gross Exposure [%],100.0
Total Fees Paid,99.75863246983172
Max Drawdown [%],39.88540402499277
Max Drawdown Duration,343 days 00:00:00
Total Trades,6
Total Closed Trades,6
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],16.666666666666664
Best Trade [%],15.59275750435886
Worst Trade [%],-12.548704699430582
Avg Winning Trade [%],15.59275750435886
Avg Losing Trade [%],-8.649305835893777
Avg Winning Trade Duration,83 days 00:00:00
Avg Losing Trade Duration,25 days 14:24:00
Profit Factor,0.2923158386108626
Expectancy,-443.97019832549597
Sharpe Ratio,-0.6372573755494355
Calmar Ratio,-0.5056150524165999
Omega Ratio,0.8686292159165562
Sortino Ratio,-0.7964463635156755
