,0
Start,2024-07-29 00:00:00
End,2026-07-27 00:00:00
Period,503 days 00:00:00
Start Value,10000.0
End Value,36495.60469625013
Total Return [%],264.95604696250126
Benchmark Return [%],206.3164385329043
Max Gross Exposure [%],100.0
Total Fees Paid,63.10042078592126
Max Drawdown [%],26.960110041265473
Max Drawdown Duration,239 days 00:00:00
Total Trades,3
Total Closed Trades,2
Total Open Trades,1
Open Trade PnL,23564.465765779067
Win Rate [%],50.0
Best Trade [%],36.276639521928914
Worst Trade [%],-5.090956039890635
Avg Winning Trade [%],36.276639521928914
Avg Losing Trade [%],-5.090956039890635
Avg Winning Trade Duration,75 days 00:00:00
Avg Losing Trade Duration,46 days 00:00:00
Profit Factor,5.230242137651791
Expectancy,1465.56946523553
Sharpe Ratio,2.15279212909315
Calmar Ratio,5.780812231407351
Omega Ratio,1.5016267204718812
Sortino Ratio,3.5971502309876744
