,0
Start,2024-08-05 00:00:00
End,2026-08-03 00:00:00
Period,502 days 00:00:00
Start Value,10000.0
End Value,13281.052715380356
Total Return [%],32.81052715380356
Benchmark Return [%],24.726454259224617
Max Gross Exposure [%],100.0
Total Fees Paid,495.744442916411
Max Drawdown [%],27.439325548086146
Max Drawdown Duration,209 days 00:00:00
Total Trades,24
Total Closed Trades,24
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],29.166666666666668
Best Trade [%],36.79404950474287
Worst Trade [%],-9.365262929404548
Avg Winning Trade [%],14.291345043783599
Avg Losing Trade [%],-3.480484429597402
Avg Winning Trade Duration,27 days 06:51:25.714285
Avg Losing Trade Duration,4 days 02:49:24.705882
Profit Factor,1.5385359295862957
Expectancy,136.71052980751497
Sharpe Ratio,0.7458379980529687
Calmar Ratio,0.8350785035809914
Omega Ratio,1.1557507908130347
Sortino Ratio,1.1416904202920837
