,0
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,6274.576279150011
Total Return [%],-37.25423720849989
Benchmark Return [%],-52.09806560128523
Max Gross Exposure [%],100.0
Total Fees Paid,79.70856502973643
Max Drawdown [%],48.091733522525054
Max Drawdown Duration,468 days 00:00:00
Total Trades,5
Total Closed Trades,4
Total Open Trades,1
Open Trade PnL,-440.049124813263
Win Rate [%],0.0
Best Trade [%],-1.07374798639918
Worst Trade [%],-23.49538330517938
Avg Winning Trade [%],
Avg Losing Trade [%],-9.05003313722984
Avg Winning Trade Duration,
Avg Losing Trade Duration,60 days 00:00:00
Profit Factor,0.0
Expectancy,-821.3436490091811
Sharpe Ratio,-0.7491519350570394
Calmar Ratio,-0.5956839980580168
Omega Ratio,0.8721071945115321
Sortino Ratio,-1.031234874265322
