,0
Start,2024-08-05 00:00:00
End,2026-08-03 00:00:00
Period,502 days 00:00:00
Start Value,10000.0
End Value,8797.034387071562
Total Return [%],-12.029656129284376
Benchmark Return [%],10.767390829166423
Max Gross Exposure [%],100.0
Total Fees Paid,197.271548951578
Max Drawdown [%],22.771034512860393
Max Drawdown Duration,455 days 00:00:00
Total Trades,10
Total Closed Trades,9
Total Open Trades,1
Open Trade PnL,-427.79999228325687
Win Rate [%],44.44444444444444
Best Trade [%],9.884360344082179
Worst Trade [%],-9.048395718419378
Avg Winning Trade [%],4.191851250326859
Avg Losing Trade [%],-4.70331195026538
Avg Winning Trade Duration,18 days 18:00:00
Avg Losing Trade Duration,26 days 19:12:00
Profit Factor,0.687552687114874
Expectancy,-86.12951340502016
Sharpe Ratio,-0.1885088840400296
Calmar Ratio,-0.39076446244572094
Omega Ratio,0.962332503396761
Sortino Ratio,-0.2715844158222156
