,0
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,3504.274233502507
Total Return [%],-64.95725766497493
Benchmark Return [%],-74.06417097527135
Max Gross Exposure [%],100.0
Total Fees Paid,82.17966985870201
Max Drawdown [%],72.54901995158389
Max Drawdown Duration,481 days 00:00:00
Total Trades,10
Total Closed Trades,9
Total Open Trades,1
Open Trade PnL,-1133.8042918854726
Win Rate [%],55.55555555555556
Best Trade [%],9.519961691010801
Worst Trade [%],-63.325908622768466
Avg Winning Trade [%],7.066222520398437
Avg Losing Trade [%],-18.428016822476152
Avg Winning Trade Duration,16 days 14:24:00
Avg Losing Trade Duration,41 days 12:00:00
Profit Factor,0.20433786315957714
Expectancy,-595.769052734669
Sharpe Ratio,-0.557879451315785
Calmar Ratio,-0.7333727618900583
Omega Ratio,0.8522098617325875
Sortino Ratio,-0.6250062897175455
