Hisse,Strateji,Sinyal,Getiri (%),Max Kayip (%),Sharpe,Calmar,Kar Faktoru,Islem Sayisi
CRM,single_ma,0,0.0,-0.0,inf,,,0
CRM,two_ma,0,0.0,-0.0,inf,,,0
CRM,three_ma,0,0.0,-0.0,inf,,,0
CRM,channel,0,0.0,-0.0,inf,,,0
CRM,support_resistance,0,0.0,-0.0,inf,,,0
CRM,price_momentum,0,0.0,-0.0,inf,,,0
CRM,low_volatility,0,0.0,-0.0,inf,,,0
CRM,value,0,0.0,-0.0,inf,,,0
CRM,implied_volatility,0,0.0,-0.0,inf,,,0
CRM,earnings_momentum,0,0.0,-0.0,inf,,,0
CRM,residual_momentum,0,0.0,-0.0,inf,,,0
CRM,multifactor,0,0.0,-0.0,inf,,,0
CRM,weighted_regression,0,0.0,-0.0,inf,,,0
CRM,mean_reversion_cluster,0,0.0,-0.0,inf,,,0
CRM,pairs_trading,0,0.0,-0.0,inf,,,0
CRM,stat_arb,0,0.0,-0.0,inf,,,0
CRM,market_making,0,0.0,-0.0,inf,,,0
CRM,event_driven,0,0.0,-0.0,inf,,,0
CRM,knn,0,0.0,-0.0,inf,,,0
CRM,alpha_combos,0,0.0,-0.0,inf,,,0
CRM,sector_momentum,0,0.0,-0.0,inf,,,0
CRM,alpha_rotation,0,0.0,-0.0,inf,,,0
CRM,r_squared,0,0.0,-0.0,inf,,,0
CRM,mean_reversion_ibs,0,0.0,-0.0,inf,,,0
CRM,leveraged_etfs,0,0.0,-0.0,inf,,,0
CRM,multi_asset_trend,0,0.0,-0.0,inf,,,0
CRM,volatility_carry,0,0.0,-0.0,inf,,,0
CRM,vix_futures_basis,0,0.0,-0.0,inf,,,0
CRM,variance_swaps,0,0.0,-0.0,inf,,,0
CRM,fx_moving_averages,0,0.0,-0.0,inf,,,0
CRM,fx_carry_trade,0,0.0,-0.0,inf,,,0
CRM,fx_triangular_arb,0,0.0,-0.0,inf,,,0
CRM,roll_yields,0,0.0,-0.0,inf,,,0
CRM,hedging_pressure,0,0.0,-0.0,inf,,,0
CRM,trend_following,0,0.0,-0.0,inf,,,0
CRM,contrarian,0,0.0,-0.0,inf,,,0
CRM,hedging_with_futures,0,0.0,-0.0,inf,,,0
CRM,ann_crypto,0,0.0,-0.0,inf,,,0
CRM,sentiment_crypto,0,0.0,-0.0,inf,,,0
CRM,carry_factor,0,0.0,-0.0,inf,,,0
CRM,bullets,0,0.0,-0.0,inf,,,0
CRM,barbells,0,0.0,-0.0,inf,,,0
CRM,ladders,0,0.0,-0.0,inf,,,0
CRM,bond_immunization,0,0.0,-0.0,inf,,,0
CRM,dollar_duration_butterfly,0,0.0,-0.0,inf,,,0
CRM,fifty_fifty_butterfly,0,0.0,-0.0,inf,,,0
CRM,regression_butterfly,0,0.0,-0.0,inf,,,0
CRM,low_risk_factor,0,0.0,-0.0,inf,,,0
CRM,value_factor,0,0.0,-0.0,inf,,,0
CRM,rolling_down_yield_curve,0,0.0,-0.0,inf,,,0
CRM,yield_curve_spreads,0,0.0,-0.0,inf,,,0
CRM,cds_basis_arbitrage,0,0.0,-0.0,inf,,,0
CRM,swap_spread_arbitrage,0,0.0,-0.0,inf,,,0
CRM,cash_and_carry,0,0.0,-0.0,inf,,,0
CRM,intraday_index_arb,0,0.0,-0.0,inf,,,0
CRM,volatility_targeting,0,0.0,-0.0,inf,,,0
CRM,fundamental_macro,0,0.0,-0.0,inf,,,0
CRM,economic_announcements,0,0.0,-0.0,inf,,,0
CRM,inflation_swaps,0,0.0,-0.0,inf,,,0
CRM,weather_risk,0,0.0,-0.0,inf,,,0
CRM,distressed_debt,0,0.0,-0.0,inf,,,0
CRM,distress_risk_puzzle,0,0.0,-0.0,inf,,,0
CRM,real_estate_diversity,0,0.0,-0.0,inf,,,0
CRM,fix_and_flip,0,0.0,-0.0,inf,,,0
CRM,cdo_tranche,0,0.0,-0.0,inf,,,0
CRM,mbs,0,0.0,-0.0,inf,,,0
CRM,convertible_arbitrage,0,0.0,-0.0,inf,,,0
CRM,muni_arbitrage,0,0.0,-0.0,inf,,,0
