,0
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,7598.964738570012
Total Return [%],-24.010352614299883
Benchmark Return [%],-74.06417097527135
Max Gross Exposure [%],100.0
Total Fees Paid,71.70605883711318
Max Drawdown [%],32.310094295757956
Max Drawdown Duration,415 days 00:00:00
Total Trades,4
Total Closed Trades,4
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],0.0
Best Trade [%],-2.9492221796365987
Worst Trade [%],-8.75464325853279
Avg Winning Trade [%],
Avg Losing Trade [%],-6.6134882551819985
Avg Winning Trade Duration,
Avg Losing Trade Duration,12 days 18:00:00
Profit Factor,0.0
Expectancy,-600.258815357497
Sharpe Ratio,-1.0724189081409918
Calmar Ratio,-0.558107834483095
Omega Ratio,0.6126381414504769
Sortino Ratio,-1.371781314122731
