,0
Start,2024-07-29 00:00:00
End,2026-07-27 00:00:00
Period,503 days 00:00:00
Start Value,10000.0
End Value,9900.396652700005
Total Return [%],-0.9960334729999523
Benchmark Return [%],41.0153656232463
Max Gross Exposure [%],100.0
Total Fees Paid,74.0642214619754
Max Drawdown [%],47.83963053365234
Max Drawdown Duration,405 days 00:00:00
Total Trades,5
Total Closed Trades,4
Total Open Trades,1
Open Trade PnL,3230.142406211501
Win Rate [%],0.0
Best Trade [%],-0.9835725994759615
Worst Trade [%],-16.955160507946687
Avg Winning Trade [%],
Avg Losing Trade [%],-9.380623457445889
Avg Winning Trade Duration,
Avg Losing Trade Duration,39 days 18:00:00
Profit Factor,0.0
Expectancy,-832.4364383778737
Sharpe Ratio,0.1844855062613547
Calmar Ratio,-0.015128870361632246
Omega Ratio,1.0328201843990048
Sortino Ratio,0.26039466735921535
