,Close
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,12995.244614170242
Total Return [%],29.95244614170242
Benchmark Return [%],-10.977402958828886
Max Gross Exposure [%],100.0
Total Fees Paid,211.46612872695582
Max Drawdown [%],24.07839781828348
Max Drawdown Duration,244 days 00:00:00
Total Trades,10
Total Closed Trades,10
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],70.0
Best Trade [%],13.443373385004747
Worst Trade [%],-10.389722668749412
Avg Winning Trade [%],8.080464315437164
Avg Losing Trade [%],-8.790589269741652
Avg Winning Trade Duration,18 days 03:25:42.857142
Avg Losing Trade Duration,37 days 16:00:00
Profit Factor,2.061608061339278
Expectancy,299.5244614170242
Sharpe Ratio,0.7824758344830333
Calmar Ratio,0.8677335087378869
Omega Ratio,1.166223258248598
Sortino Ratio,1.2626106759779134
