,0
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,8676.04306541526
Total Return [%],-13.239569345847393
Benchmark Return [%],-6.062578301282306
Max Gross Exposure [%],100.0
Total Fees Paid,75.90248606496162
Max Drawdown [%],31.27195911451242
Max Drawdown Duration,218 days 00:00:00
Total Trades,4
Total Closed Trades,4
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],25.0
Best Trade [%],5.964989221394599
Worst Trade [%],-12.02573642991304
Avg Winning Trade [%],5.964989221394599
Avg Losing Trade [%],-6.351337965358857
Avg Winning Trade Duration,70 days 00:00:00
Avg Losing Trade Duration,39 days 00:00:00
Profit Factor,0.29520960573689053
Expectancy,-330.9892336461851
Sharpe Ratio,-0.21796297869314663
Calmar Ratio,-0.3125451947372809
Omega Ratio,0.9498869474427655
Sortino Ratio,-0.2856980044866836
