,0
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,9211.269423554797
Total Return [%],-7.887305764452031
Benchmark Return [%],15.300645545465619
Max Gross Exposure [%],100.0
Total Fees Paid,118.92094921389491
Max Drawdown [%],25.86888424865199
Max Drawdown Duration,116 days 00:00:00
Total Trades,6
Total Closed Trades,6
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],16.666666666666664
Best Trade [%],5.617113699601198
Worst Trade [%],-7.661190237820888
Avg Winning Trade [%],5.617113699601198
Avg Losing Trade [%],-2.6635065877371766
Avg Winning Trade Duration,68 days 00:00:00
Avg Losing Trade Duration,34 days 00:00:00
Profit Factor,0.41056091157728447
Expectancy,-131.45509607420064
Sharpe Ratio,-0.1294122577373348
Calmar Ratio,-0.22329318098572198
Omega Ratio,0.9741569296095558
Sortino Ratio,-0.17723992628800936
