Hisse,Strateji,Sinyal,Getiri (%),Max Kayip (%),Sharpe,Calmar,Kar Faktoru,Islem Sayisi
AMZN,single_ma,0,0.0,-0.0,inf,,,0
AMZN,two_ma,0,0.0,-0.0,inf,,,0
AMZN,three_ma,0,0.0,-0.0,inf,,,0
AMZN,channel,0,0.0,-0.0,inf,,,0
AMZN,support_resistance,0,0.0,-0.0,inf,,,0
AMZN,price_momentum,0,0.0,-0.0,inf,,,0
AMZN,low_volatility,0,0.0,-0.0,inf,,,0
AMZN,value,0,0.0,-0.0,inf,,,0
AMZN,implied_volatility,0,0.0,-0.0,inf,,,0
AMZN,earnings_momentum,0,0.0,-0.0,inf,,,0
AMZN,residual_momentum,0,0.0,-0.0,inf,,,0
AMZN,multifactor,0,0.0,-0.0,inf,,,0
AMZN,weighted_regression,0,0.0,-0.0,inf,,,0
AMZN,mean_reversion_cluster,0,0.0,-0.0,inf,,,0
AMZN,pairs_trading,0,0.0,-0.0,inf,,,0
AMZN,stat_arb,0,0.0,-0.0,inf,,,0
AMZN,market_making,0,0.0,-0.0,inf,,,0
AMZN,event_driven,0,0.0,-0.0,inf,,,0
AMZN,knn,0,0.0,-0.0,inf,,,0
AMZN,alpha_combos,0,0.0,-0.0,inf,,,0
AMZN,sector_momentum,0,0.0,-0.0,inf,,,0
AMZN,alpha_rotation,0,0.0,-0.0,inf,,,0
AMZN,r_squared,0,0.0,-0.0,inf,,,0
AMZN,mean_reversion_ibs,0,0.0,-0.0,inf,,,0
AMZN,leveraged_etfs,0,0.0,-0.0,inf,,,0
AMZN,multi_asset_trend,0,0.0,-0.0,inf,,,0
AMZN,volatility_carry,0,0.0,-0.0,inf,,,0
AMZN,vix_futures_basis,0,0.0,-0.0,inf,,,0
AMZN,variance_swaps,0,0.0,-0.0,inf,,,0
AMZN,fx_moving_averages,0,0.0,-0.0,inf,,,0
AMZN,fx_carry_trade,0,0.0,-0.0,inf,,,0
AMZN,fx_triangular_arb,0,0.0,-0.0,inf,,,0
AMZN,roll_yields,0,0.0,-0.0,inf,,,0
AMZN,hedging_pressure,0,0.0,-0.0,inf,,,0
AMZN,trend_following,0,0.0,-0.0,inf,,,0
AMZN,contrarian,0,0.0,-0.0,inf,,,0
AMZN,hedging_with_futures,0,0.0,-0.0,inf,,,0
AMZN,ann_crypto,0,0.0,-0.0,inf,,,0
AMZN,sentiment_crypto,0,0.0,-0.0,inf,,,0
AMZN,carry_factor,0,0.0,-0.0,inf,,,0
AMZN,bullets,0,0.0,-0.0,inf,,,0
AMZN,barbells,0,0.0,-0.0,inf,,,0
AMZN,ladders,0,0.0,-0.0,inf,,,0
AMZN,bond_immunization,0,0.0,-0.0,inf,,,0
AMZN,dollar_duration_butterfly,0,0.0,-0.0,inf,,,0
AMZN,fifty_fifty_butterfly,0,0.0,-0.0,inf,,,0
AMZN,regression_butterfly,0,0.0,-0.0,inf,,,0
AMZN,low_risk_factor,0,0.0,-0.0,inf,,,0
AMZN,value_factor,0,0.0,-0.0,inf,,,0
AMZN,rolling_down_yield_curve,0,0.0,-0.0,inf,,,0
AMZN,yield_curve_spreads,0,0.0,-0.0,inf,,,0
AMZN,cds_basis_arbitrage,0,0.0,-0.0,inf,,,0
AMZN,swap_spread_arbitrage,0,0.0,-0.0,inf,,,0
AMZN,cash_and_carry,0,0.0,-0.0,inf,,,0
AMZN,intraday_index_arb,0,0.0,-0.0,inf,,,0
AMZN,volatility_targeting,0,0.0,-0.0,inf,,,0
AMZN,fundamental_macro,0,0.0,-0.0,inf,,,0
AMZN,economic_announcements,0,0.0,-0.0,inf,,,0
AMZN,inflation_swaps,0,0.0,-0.0,inf,,,0
AMZN,weather_risk,0,0.0,-0.0,inf,,,0
AMZN,distressed_debt,0,0.0,-0.0,inf,,,0
AMZN,distress_risk_puzzle,0,0.0,-0.0,inf,,,0
AMZN,real_estate_diversity,0,0.0,-0.0,inf,,,0
AMZN,fix_and_flip,0,0.0,-0.0,inf,,,0
AMZN,cdo_tranche,0,0.0,-0.0,inf,,,0
AMZN,mbs,0,0.0,-0.0,inf,,,0
AMZN,convertible_arbitrage,0,0.0,-0.0,inf,,,0
AMZN,muni_arbitrage,0,0.0,-0.0,inf,,,0
