,0
Start,2024-07-24 00:00:00
End,2026-07-24 00:00:00
Period,505 days 00:00:00
Start Value,10000.0
End Value,11216.892271975796
Total Return [%],12.168922719757957
Benchmark Return [%],-89.19813782724258
Max Gross Exposure [%],100.0
Total Fees Paid,151.9380529130389
Max Drawdown [%],35.591802748346865
Max Drawdown Duration,452 days 00:00:00
Total Trades,10
Total Closed Trades,9
Total Open Trades,1
Open Trade PnL,1336.3900434208736
Win Rate [%],44.44444444444444
Best Trade [%],18.379009271305673
Worst Trade [%],-10.391018999313458
Avg Winning Trade [%],12.153130717518954
Avg Losing Trade [%],-8.887935793961956
Avg Winning Trade Duration,37 days 12:00:00
Avg Losing Trade Duration,10 days 14:24:00
Profit Factor,0.9682663960262337
Expectancy,-13.27753016056397
Sharpe Ratio,0.4195548145299451
Calmar Ratio,0.24315133346368256
Omega Ratio,1.0883376545276762
Sortino Ratio,0.6272052334718077
