,0
Start,2024-08-05 00:00:00
End,2026-08-03 00:00:00
Period,502 days 00:00:00
Start Value,10000.0
End Value,17349.162158792325
Total Return [%],73.49162158792325
Benchmark Return [%],44.81171641095014
Max Gross Exposure [%],100.0
Total Fees Paid,97.00804375631577
Max Drawdown [%],19.823692832969584
Max Drawdown Duration,186 days 00:00:00
Total Trades,4
Total Closed Trades,4
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],75.0
Best Trade [%],60.67626726888471
Worst Trade [%],-5.908834285717768
Avg Winning Trade [%],25.03056097462955
Avg Losing Trade [%],-5.908834285717768
Avg Winning Trade Duration,80 days 08:00:00
Avg Losing Trade Duration,36 days 00:00:00
Profit Factor,13.450021383629807
Expectancy,1837.290539698081
Sharpe Ratio,1.0900007430528227
Calmar Ratio,2.4854941663676726
Omega Ratio,1.2336148764042767
Sortino Ratio,1.8101454356220747
