,0
Start,2024-08-05 00:00:00
End,2026-08-03 00:00:00
Period,502 days 00:00:00
Start Value,10000.0
End Value,9947.422014766982
Total Return [%],-0.525779852330179
Benchmark Return [%],177.83171370215194
Max Gross Exposure [%],100.0
Total Fees Paid,29.47972727294684
Max Drawdown [%],19.41287906838734
Max Drawdown Duration,289 days 00:00:00
Total Trades,2
Total Closed Trades,1
Total Open Trades,1
Open Trade PnL,0.0
Win Rate [%],0.0
Best Trade [%],-2.5540625449267527
Worst Trade [%],-2.5540625449267527
Avg Winning Trade [%],
Avg Losing Trade [%],-2.5540625449267527
Avg Winning Trade Duration,
Avg Losing Trade Duration,11 days 00:00:00
Profit Factor,0.0
Expectancy,-255.151103389286
Sharpe Ratio,0.07618378223260172
Calmar Ratio,-0.01970676361597063
Omega Ratio,1.042887463684249
Sortino Ratio,0.12058490797186103
