,0
Start,2024-07-24 00:00:00
End,2026-07-24 00:00:00
Period,507 days 00:00:00
Start Value,10000.0
End Value,14389.488639120143
Total Return [%],43.89488639120144
Benchmark Return [%],27.477421668343837
Max Gross Exposure [%],100.0
Total Fees Paid,192.98386859646502
Max Drawdown [%],26.617016866817657
Max Drawdown Duration,189 days 00:00:00
Total Trades,9
Total Closed Trades,9
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],66.66666666666666
Best Trade [%],17.77753956924197
Worst Trade [%],-10.320139766548202
Avg Winning Trade [%],12.190021292229316
Avg Losing Trade [%],-10.172852433365875
Avg Winning Trade Duration,17 days 16:00:00
Avg Losing Trade Duration,11 days 00:00:00
Profit Factor,2.435266904837724
Expectancy,487.7209599022382
Sharpe Ratio,1.095237758078629
Calmar Ratio,1.1252639294548175
Omega Ratio,1.3605574625905306
Sortino Ratio,1.6197261695153327
