Hisse,Strateji,Sinyal,Getiri (%),Max Kayip (%),Sharpe,Calmar,Kar Faktoru,Islem Sayisi
BA,single_ma,0,0.0,-0.0,inf,,,0
BA,two_ma,0,0.0,-0.0,inf,,,0
BA,three_ma,0,0.0,-0.0,inf,,,0
BA,channel,0,0.0,-0.0,inf,,,0
BA,support_resistance,0,0.0,-0.0,inf,,,0
BA,price_momentum,0,0.0,-0.0,inf,,,0
BA,low_volatility,0,0.0,-0.0,inf,,,0
BA,value,0,0.0,-0.0,inf,,,0
BA,implied_volatility,0,0.0,-0.0,inf,,,0
BA,earnings_momentum,0,0.0,-0.0,inf,,,0
BA,residual_momentum,0,0.0,-0.0,inf,,,0
BA,multifactor,0,0.0,-0.0,inf,,,0
BA,weighted_regression,0,0.0,-0.0,inf,,,0
BA,mean_reversion_cluster,0,0.0,-0.0,inf,,,0
BA,pairs_trading,0,0.0,-0.0,inf,,,0
BA,stat_arb,0,0.0,-0.0,inf,,,0
BA,market_making,0,0.0,-0.0,inf,,,0
BA,event_driven,0,0.0,-0.0,inf,,,0
BA,knn,0,0.0,-0.0,inf,,,0
BA,alpha_combos,0,0.0,-0.0,inf,,,0
BA,sector_momentum,0,0.0,-0.0,inf,,,0
BA,alpha_rotation,0,0.0,-0.0,inf,,,0
BA,r_squared,0,0.0,-0.0,inf,,,0
BA,mean_reversion_ibs,0,0.0,-0.0,inf,,,0
BA,leveraged_etfs,0,0.0,-0.0,inf,,,0
BA,multi_asset_trend,0,0.0,-0.0,inf,,,0
BA,volatility_carry,0,0.0,-0.0,inf,,,0
BA,vix_futures_basis,0,0.0,-0.0,inf,,,0
BA,variance_swaps,0,0.0,-0.0,inf,,,0
BA,fx_moving_averages,0,0.0,-0.0,inf,,,0
BA,fx_carry_trade,0,0.0,-0.0,inf,,,0
BA,fx_triangular_arb,0,0.0,-0.0,inf,,,0
BA,roll_yields,0,0.0,-0.0,inf,,,0
BA,hedging_pressure,0,0.0,-0.0,inf,,,0
BA,trend_following,0,0.0,-0.0,inf,,,0
BA,contrarian,0,0.0,-0.0,inf,,,0
BA,hedging_with_futures,0,0.0,-0.0,inf,,,0
BA,ann_crypto,0,0.0,-0.0,inf,,,0
BA,sentiment_crypto,0,0.0,-0.0,inf,,,0
BA,carry_factor,0,0.0,-0.0,inf,,,0
BA,bullets,0,0.0,-0.0,inf,,,0
BA,barbells,0,0.0,-0.0,inf,,,0
BA,ladders,0,0.0,-0.0,inf,,,0
BA,bond_immunization,0,0.0,-0.0,inf,,,0
BA,dollar_duration_butterfly,0,0.0,-0.0,inf,,,0
BA,fifty_fifty_butterfly,0,0.0,-0.0,inf,,,0
BA,regression_butterfly,0,0.0,-0.0,inf,,,0
BA,low_risk_factor,0,0.0,-0.0,inf,,,0
BA,value_factor,0,0.0,-0.0,inf,,,0
BA,rolling_down_yield_curve,0,0.0,-0.0,inf,,,0
BA,yield_curve_spreads,0,0.0,-0.0,inf,,,0
BA,cds_basis_arbitrage,0,0.0,-0.0,inf,,,0
BA,swap_spread_arbitrage,0,0.0,-0.0,inf,,,0
BA,cash_and_carry,0,0.0,-0.0,inf,,,0
BA,intraday_index_arb,0,0.0,-0.0,inf,,,0
BA,volatility_targeting,0,0.0,-0.0,inf,,,0
BA,fundamental_macro,0,0.0,-0.0,inf,,,0
BA,economic_announcements,0,0.0,-0.0,inf,,,0
BA,inflation_swaps,0,0.0,-0.0,inf,,,0
BA,weather_risk,0,0.0,-0.0,inf,,,0
BA,distressed_debt,0,0.0,-0.0,inf,,,0
BA,distress_risk_puzzle,0,0.0,-0.0,inf,,,0
BA,real_estate_diversity,0,0.0,-0.0,inf,,,0
BA,fix_and_flip,0,0.0,-0.0,inf,,,0
BA,cdo_tranche,0,0.0,-0.0,inf,,,0
BA,mbs,0,0.0,-0.0,inf,,,0
BA,convertible_arbitrage,0,0.0,-0.0,inf,,,0
BA,muni_arbitrage,0,0.0,-0.0,inf,,,0
