Hisse,Strateji,Sinyal,Getiri (%),Max Kayip (%),Sharpe,Calmar,Kar Faktoru,Islem Sayisi
INTC,single_ma,0,0.0,-0.0,inf,,,0
INTC,two_ma,0,0.0,-0.0,inf,,,0
INTC,three_ma,0,0.0,-0.0,inf,,,0
INTC,channel,0,0.0,-0.0,inf,,,0
INTC,support_resistance,0,0.0,-0.0,inf,,,0
INTC,price_momentum,0,0.0,-0.0,inf,,,0
INTC,low_volatility,0,0.0,-0.0,inf,,,0
INTC,value,0,0.0,-0.0,inf,,,0
INTC,implied_volatility,0,0.0,-0.0,inf,,,0
INTC,earnings_momentum,0,0.0,-0.0,inf,,,0
INTC,residual_momentum,0,0.0,-0.0,inf,,,0
INTC,multifactor,0,0.0,-0.0,inf,,,0
INTC,weighted_regression,0,0.0,-0.0,inf,,,0
INTC,mean_reversion_cluster,0,0.0,-0.0,inf,,,0
INTC,pairs_trading,0,0.0,-0.0,inf,,,0
INTC,stat_arb,0,0.0,-0.0,inf,,,0
INTC,market_making,0,0.0,-0.0,inf,,,0
INTC,event_driven,0,0.0,-0.0,inf,,,0
INTC,knn,0,0.0,-0.0,inf,,,0
INTC,alpha_combos,0,0.0,-0.0,inf,,,0
INTC,sector_momentum,0,0.0,-0.0,inf,,,0
INTC,alpha_rotation,0,0.0,-0.0,inf,,,0
INTC,r_squared,0,0.0,-0.0,inf,,,0
INTC,mean_reversion_ibs,0,0.0,-0.0,inf,,,0
INTC,leveraged_etfs,0,0.0,-0.0,inf,,,0
INTC,multi_asset_trend,0,0.0,-0.0,inf,,,0
INTC,volatility_carry,0,0.0,-0.0,inf,,,0
INTC,vix_futures_basis,0,0.0,-0.0,inf,,,0
INTC,variance_swaps,0,0.0,-0.0,inf,,,0
INTC,fx_moving_averages,0,0.0,-0.0,inf,,,0
INTC,fx_carry_trade,0,0.0,-0.0,inf,,,0
INTC,fx_triangular_arb,0,0.0,-0.0,inf,,,0
INTC,roll_yields,0,0.0,-0.0,inf,,,0
INTC,hedging_pressure,0,0.0,-0.0,inf,,,0
INTC,trend_following,0,0.0,-0.0,inf,,,0
INTC,contrarian,0,0.0,-0.0,inf,,,0
INTC,hedging_with_futures,0,0.0,-0.0,inf,,,0
INTC,ann_crypto,0,0.0,-0.0,inf,,,0
INTC,sentiment_crypto,0,0.0,-0.0,inf,,,0
INTC,carry_factor,0,0.0,-0.0,inf,,,0
INTC,bullets,0,0.0,-0.0,inf,,,0
INTC,barbells,0,0.0,-0.0,inf,,,0
INTC,ladders,0,0.0,-0.0,inf,,,0
INTC,bond_immunization,0,0.0,-0.0,inf,,,0
INTC,dollar_duration_butterfly,0,0.0,-0.0,inf,,,0
INTC,fifty_fifty_butterfly,0,0.0,-0.0,inf,,,0
INTC,regression_butterfly,0,0.0,-0.0,inf,,,0
INTC,low_risk_factor,0,0.0,-0.0,inf,,,0
INTC,value_factor,0,0.0,-0.0,inf,,,0
INTC,rolling_down_yield_curve,0,0.0,-0.0,inf,,,0
INTC,yield_curve_spreads,0,0.0,-0.0,inf,,,0
INTC,cds_basis_arbitrage,0,0.0,-0.0,inf,,,0
INTC,swap_spread_arbitrage,0,0.0,-0.0,inf,,,0
INTC,cash_and_carry,0,0.0,-0.0,inf,,,0
INTC,intraday_index_arb,0,0.0,-0.0,inf,,,0
INTC,volatility_targeting,0,0.0,-0.0,inf,,,0
INTC,fundamental_macro,0,0.0,-0.0,inf,,,0
INTC,economic_announcements,0,0.0,-0.0,inf,,,0
INTC,inflation_swaps,0,0.0,-0.0,inf,,,0
INTC,weather_risk,0,0.0,-0.0,inf,,,0
INTC,distressed_debt,0,0.0,-0.0,inf,,,0
INTC,distress_risk_puzzle,0,0.0,-0.0,inf,,,0
INTC,real_estate_diversity,0,0.0,-0.0,inf,,,0
INTC,fix_and_flip,0,0.0,-0.0,inf,,,0
INTC,cdo_tranche,0,0.0,-0.0,inf,,,0
INTC,mbs,0,0.0,-0.0,inf,,,0
INTC,convertible_arbitrage,0,0.0,-0.0,inf,,,0
INTC,muni_arbitrage,0,0.0,-0.0,inf,,,0
