,0
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,5352.605273994155
Total Return [%],-46.47394726005845
Benchmark Return [%],-29.174314726383233
Max Gross Exposure [%],100.0
Total Fees Paid,223.70145493576354
Max Drawdown [%],49.43380778232402
Max Drawdown Duration,435 days 00:00:00
Total Trades,16
Total Closed Trades,16
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],25.0
Best Trade [%],3.3616628427276405
Worst Trade [%],-11.110689671107911
Avg Winning Trade [%],1.7532712966097326
Avg Losing Trade [%],-5.5719485390995045
Avg Winning Trade Duration,25 days 12:00:00
Avg Losing Trade Duration,11 days 08:00:00
Profit Factor,0.0918823981279331
Expectancy,-290.4621703753653
Sharpe Ratio,-1.5400946176078163
Calmar Ratio,-0.7364327020212725
Omega Ratio,0.7220013789155926
Sortino Ratio,-1.9741825298911628
