,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,0,72.6672521405832,2024-09-25,137.4760940551758,9.99000999000964,2024-10-09,133.3254965209961,9.688397472459672,-321.29092501278774,-0.03216122159378005,Long,Closed,0
1,1,0,76.42863273699702,2024-10-31,126.5107027130127,9.66904003495074,2024-12-19,125.8313824005127,9.617120512277415,-71.20568322207336,-0.007364297072374768,Long,Closed,1
2,2,0,75.34528337856776,2025-01-09,127.3856179962158,9.59790548627825,2025-01-27,122.52004045104981,9.231307167337933,-385.4275315945433,-0.04015746270324807,Long,Closed,2
3,3,0,76.52744306092436,2025-03-06,120.386395111084,9.212862997172124,2025-03-27,123.91428007507322,9.4828430128806,251.28430969712406,0.027275376804606778,Long,Closed,3
4,4,0,85.49252983414104,2025-05-06,110.69851707458496,9.463896273593491,2025-05-30,114.31287774658203,9.772897111176182,289.7640441972865,0.030617838131402317,Long,Closed,4
5,5,0,76.91720959301577,2025-06-18,126.80349293518067,9.753370843220182,2025-07-08,129.52386514282227,9.96261428248797,189.52745414047533,0.019431995069908527,Long,Closed,5
6,6,0,69.08180666706409,2025-07-14,143.9265913696289,9.942708959244555,2025-08-05,152.75518719482423,10.552604309184032,589.4000366693645,0.059279622795480796,Long,Closed,6
7,7,0,66.50133836366744,2025-08-27,158.36553735351563,10.531520184689725,2025-09-10,157.1802030944824,10.452693870056143,-99.8105286887618,-0.009477314474871159,Long,Closed,7
8,8,0,59.63307138366529,2025-09-16,174.93328994750976,10.431809366818925,2025-10-06,174.4809052734375,10.404832279257437,-47.8137292079051,-0.004583455038968359,Long,Closed,8
9,9,0,54.84644044544358,2025-10-28,189.32939529418945,10.384043403573742,2025-11-18,195.57200036621094,10.726428070881658,321.27419583259575,0.03093921927579773,Long,Closed,9
10,10,0,57.03458113430305,2025-12-15,187.69308782958987,10.704996646163636,2025-12-17,181.4793163146973,10.350596790548451,-375.4554490528744,-0.03507291608422807,Long,Closed,10
11,11,0,53.66030451064531,2026-01-06,192.50573345947262,10.329916277480152,2026-02-04,219.73089166259763,11.790826557010604,1438.7895366956898,0.13928375584536934,Long,Closed,11
12,12,0,55.95134648210077,2026-02-27,210.31251617431644,11.76726846199017,2026-03-27,240.019,13.429386231287344,1636.9211146024652,0.13910799433953064,Long,Closed,12
13,13,0,49.90971151266606,2026-04-16,268.536,13.402554290763874,2026-04-17,252.494,12.601902698679103,-826.6560490756323,-0.061678992760747085,Long,Closed,13
14,14,0,49.22204247156087,2026-04-20,255.51,12.576724071906938,2026-04-21,252.993,12.4528321910076,-148.9214371638319,-0.011841035575906779,Long,Closed,14
15,15,0,47.160247593820664,2026-04-22,263.526,12.427951407407818,2026-04-24,268.462,12.660734389532283,207.69429632615882,0.016711869037590338,Long,Closed,15
16,16,0,46.022692632712044,2026-04-27,274.548,12.63543821692474,2026-05-06,270.458,12.447205404058035,-213.3154564887737,-0.01688231566064931,Long,Closed,16
17,17,0,51.915999257929954,2026-06-08,239.27760305786134,12.422335862789623,2026-06-23,219.95919390869145,11.419401347738496,-1026.7762522632197,-0.08265565056397632,Long,Closed,17
18,18,0,47.43051518311913,2026-07-02,240.27960305786132,11.396585361027974,2026-08-03,287.424,13.63266839599283,2211.0537812060807,0.19401019789372267,Long,Closed,18
